Weight,Color,Label
187.45401188473625,0.015714592843367126,Apple
245.07143064099162,0.3182052056318902,Apple
223.19939418114052,0.15717799053816334,Apple
209.86584841970367,0.2542853455823514,Apple
165.60186404424365,0.4537832369630465,Apple
165.59945203362025,0.12464611457443747,Apple
155.80836121681995,0.20519146151781487,Apple
236.6176145774935,0.37777556927152434,Apple
210.1115011743209,0.11439908274581123,Apple
220.80725777960456,0.038489954914396496,Apple
152.05844942958024,0.144875726456884,Apple
246.99098521619942,0.08061064362700221,Apple
233.24426408004217,0.46484882617128653,Apple
171.23391106782762,0.4040601897822085,Apple
168.18249672071005,0.31670187825521173,Apple
168.34045098534338,0.43573029509385885,Apple
180.42422429595376,0.40183603844955723,Apple
202.4756431632238,0.09328502944301792,Apple
193.1945018642116,0.4462794992449889,Apple
179.1229140198042,0.26967112095782536,Apple
211.18528947223794,0.40372007758203127,Apple
163.94938606520418,0.4480456499617466,Apple
179.2144648535218,0.15900173748593194,Apple
186.63618432936917,0.05502596226383838,Apple
195.6069984217036,0.11396758127097084,Apple
228.51759613930136,0.21355389431312816,Apple
169.96737821583596,0.40900738296124656,Apple
201.42344384136118,0.4303652916281717,Apple
209.24145688620425,0.0034760652655953517,Apple
154.6450412719998,0.25537365128878287,Apple
210.75448519014384,0.2087055015743895,Apple
167.05241236872916,0.11105390523536512,Apple
156.50515929852796,0.0599326836668414,Apple
244.88855372533334,0.16880758570181398,Apple
246.56320330745592,0.4714548519562596,Apple
230.8397348116461,0.16160146601037761,Apple
180.46137691733708,0.25939531087168305,Apple
159.7672114006384,0.3515094794475889,Apple
218.4233026512157,0.181814801189647,Apple
194.01524937396013,0.48589104136048034,Apple
162.20382348447788,0.4812236474710556,Apple
199.51769101112703,0.12589114791268208,Apple
153.43885211152184,0.24862425294619273,Apple
240.9320402078782,0.15043915490838483,Apple
175.87799816000168,0.1424202471887338,Apple
216.2522284353982,0.018443473677266398,Apple
181.1711076089411,0.3047821669899484,Apple
202.0068021177811,0.25133951161443074,Apple
204.67102793432798,0.025739375624994676,Apple
168.4854455525527,0.13932323211830572,Apple
196.95846277645586,0.9541329429833268,Orange
177.51328233611144,0.6197809453334862,Orange
193.9498941564189,0.5724474360456115,Orange
189.4827350427649,0.7447263801387816,Orange
159.78999788110852,0.9928252270553004,Orange
192.18742350231167,0.6210276357557503,Orange
108.84925020519195,0.8360677737029393,Orange
119.59828624191452,0.8808098076643588,Orange
104.5227288910538,0.6188187719961998,Orange
132.53303307632643,0.8641081743059298,Orange
138.8677289689482,0.6838915663596266,Orange
127.13490317738959,0.8161529152967897,Orange
182.87375091519294,0.8167648553804474,Orange
135.67533266935894,0.7678873420373793,Orange
128.09345096873807,0.5451448850272042,Orange
154.26960831582485,0.917651247794619,Orange
114.09242249747626,0.6603900324858679,Orange
180.21969807540398,0.5932592551999272,Orange
107.45506436797709,0.520387570777382,Orange
198.68869366005174,0.795446471594121,Orange
177.22447692966574,0.8387821809211412,Orange
119.87156815341724,0.508293914463928,Orange
100.55221171236025,0.7560465291496405,Orange
181.54614284548342,0.613247887598969,Orange
170.6857343847617,0.822586395204725,Orange
172.90071680409875,0.5871832145024958,Orange
177.12703466859458,0.845468869051233,Orange
107.40446517340904,0.6933676731502687,Orange
135.84657285442725,0.9683649943683672,Orange
111.58690595251298,0.5687604720729966,Orange
186.31034258755935,0.6705331755251293,Orange
162.3298126827558,0.5567367606202945,Orange
133.08980248526493,0.9623468091392814,Orange
106.35583502860237,0.9386696766904905,Orange
131.09823217156622,0.6289708138575778,Orange
132.5183322026747,0.8299920230170895,Orange
172.9606178338064,0.9086111001006079,Orange
163.75574713552132,0.7776004057997312,Orange
188.72127425763267,0.7648252891780032,Orange
147.22149251619493,0.6209261454502258,Orange
111.95942459383016,0.5465513839029497,Orange
171.3244787222995,0.9486078789766634,Orange
176.07850486168974,0.9502090285816652,Orange
156.12771975694963,0.816550728636634,Orange
177.09671799545612,0.6695148955243504,Orange
149.37955963643907,0.6746047873063304,Orange
152.2732829381994,0.8629778394351197,Orange
142.75410183585495,0.9485551299762885,Orange
102.54191267440952,0.9435432121325587,Orange
110.78914269933044,0.8899377729288119,Orange
